"method","model_name","sigma2","n","rep","selected_model_id","selected_size","true_model_id","correct"
"cv_1se","model1",1,40,100,5,2,5,1
"cvc","model1",1,40,100,5,2,5,1
"ncv1","model1",1,40,100,5,2,5,1
"ncv2","model1",1,40,100,5,2,5,1
"ncv3","model1",1,40,100,5,2,5,1
"cv","model1",1,80,1,6,3,5,0
"cv_1se","model1",1,80,1,5,2,5,1
"cvc","model1",1,80,1,5,2,5,1
"ncv1","model1",1,80,1,5,2,5,1
"ncv2","model1",1,80,1,13,3,5,0
"ncv3","model1",1,80,1,5,2,5,1
"cv","model1",1,80,2,13,3,5,0
"cv_1se","model1",1,80,2,5,2,5,1
"cvc","model1",1,80,2,5,2,5,1
"ncv1","model1",1,80,2,5,2,5,1
"ncv2","model1",1,80,2,5,2,5,1
"ncv3","model1",1,80,2,5,2,5,1
"cv","model1",1,80,3,5,2,5,1
"cv_1se","model1",1,80,3,5,2,5,1
"cvc","model1",1,80,3,5,2,5,1
"ncv1","model1",1,80,3,5,2,5,1
"ncv2","model1",1,80,3,5,2,5,1
"ncv3","model1",1,80,3,5,2,5,1
"cv","model1",1,80,4,13,3,5,0
"cv_1se","model1",1,80,4,5,2,5,1
"cvc","model1",1,80,4,5,2,5,1
"ncv1","model1",1,80,4,5,2,5,1
"ncv2","model1",1,80,4,6,3,5,0
"ncv3","model1",1,80,4,5,2,5,1
"cv","model1",1,80,5,5,2,5,1
"cv_1se","model1",1,80,5,5,2,5,1
"cvc","model1",1,80,5,5,2,5,1
"ncv1","model1",1,80,5,5,2,5,1
"ncv2","model1",1,80,5,5,2,5,1
"ncv3","model1",1,80,5,5,2,5,1
"cv","model1",1,80,6,5,2,5,1
"cv_1se","model1",1,80,6,5,2,5,1
"cvc","model1",1,80,6,5,2,5,1
"ncv1","model1",1,80,6,5,2,5,1
"ncv2","model1",1,80,6,13,3,5,0
"ncv3","model1",1,80,6,5,2,5,1
"cv","model1",1,80,7,6,3,5,0
"cv_1se","model1",1,80,7,5,2,5,1
"cvc","model1",1,80,7,5,2,5,1
"ncv1","model1",1,80,7,5,2,5,1
"ncv2","model1",1,80,7,5,2,5,1
"ncv3","model1",1,80,7,5,2,5,1
"cv","model1",1,80,8,5,2,5,1
"cv_1se","model1",1,80,8,5,2,5,1
"cvc","model1",1,80,8,5,2,5,1
"ncv1","model1",1,80,8,5,2,5,1
"ncv2","model1",1,80,8,5,2,5,1
"ncv3","model1",1,80,8,5,2,5,1
"cv","model1",1,80,9,5,2,5,1
"cv_1se","model1",1,80,9,5,2,5,1
"cvc","model1",1,80,9,5,2,5,1
"ncv1","model1",1,80,9,5,2,5,1
"ncv2","model1",1,80,9,13,3,5,0
"ncv3","model1",1,80,9,5,2,5,1
"cv","model1",1,80,10,5,2,5,1
"cv_1se","model1",1,80,10,5,2,5,1
"cvc","model1",1,80,10,5,2,5,1
"ncv1","model1",1,80,10,5,2,5,1
"ncv2","model1",1,80,10,5,2,5,1
"ncv3","model1",1,80,10,5,2,5,1
"cv","model1",1,80,11,5,2,5,1
"cv_1se","model1",1,80,11,5,2,5,1
"cvc","model1",1,80,11,5,2,5,1
"ncv1","model1",1,80,11,5,2,5,1
"ncv2","model1",1,80,11,5,2,5,1
"ncv3","model1",1,80,11,5,2,5,1
"cv","model1",1,80,12,6,3,5,0
"cv_1se","model1",1,80,12,5,2,5,1
"cvc","model1",1,80,12,5,2,5,1
"ncv1","model1",1,80,12,5,2,5,1
"ncv2","model1",1,80,12,5,2,5,1
"ncv3","model1",1,80,12,5,2,5,1
"cv","model1",1,80,13,5,2,5,1
"cv_1se","model1",1,80,13,5,2,5,1
"cvc","model1",1,80,13,5,2,5,1
"ncv1","model1",1,80,13,5,2,5,1
"ncv2","model1",1,80,13,5,2,5,1
"ncv3","model1",1,80,13,5,2,5,1
"cv","model1",1,80,14,5,2,5,1
"cv_1se","model1",1,80,14,5,2,5,1
"cvc","model1",1,80,14,5,2,5,1
"ncv1","model1",1,80,14,5,2,5,1
"ncv2","model1",1,80,14,5,2,5,1
"ncv3","model1",1,80,14,5,2,5,1
"cv","model1",1,80,15,5,2,5,1
"cv_1se","model1",1,80,15,5,2,5,1
"cvc","model1",1,80,15,5,2,5,1
"ncv1","model1",1,80,15,5,2,5,1
"ncv2","model1",1,80,15,5,2,5,1
"ncv3","model1",1,80,15,5,2,5,1
"cv","model1",1,80,16,5,2,5,1
"cv_1se","model1",1,80,16,5,2,5,1
"cvc","model1",1,80,16,5,2,5,1
"ncv1","model1",1,80,16,5,2,5,1
"ncv2","model1",1,80,16,14,4,5,0
"ncv3","model1",1,80,16,5,2,5,1
"cv","model1",1,80,17,5,2,5,1
"cv_1se","model1",1,80,17,5,2,5,1
"cvc","model1",1,80,17,5,2,5,1
"ncv1","model1",1,80,17,5,2,5,1
"ncv2","model1",1,80,17,5,2,5,1
"ncv3","model1",1,80,17,5,2,5,1
"cv","model1",1,80,18,5,2,5,1
"cv_1se","model1",1,80,18,5,2,5,1
"cvc","model1",1,80,18,5,2,5,1
"ncv1","model1",1,80,18,5,2,5,1
"ncv2","model1",1,80,18,5,2,5,1
"ncv3","model1",1,80,18,5,2,5,1
"cv","model1",1,80,19,5,2,5,1
"cv_1se","model1",1,80,19,5,2,5,1
"cvc","model1",1,80,19,5,2,5,1
"ncv1","model1",1,80,19,5,2,5,1
"ncv2","model1",1,80,19,7,3,5,0
"ncv3","model1",1,80,19,5,2,5,1
"cv","model1",1,80,20,8,4,5,0
"cv_1se","model1",1,80,20,5,2,5,1
"cvc","model1",1,80,20,5,2,5,1
"ncv1","model1",1,80,20,5,2,5,1
"ncv2","model1",1,80,20,6,3,5,0
"ncv3","model1",1,80,20,5,2,5,1
"cv","model1",1,80,21,7,3,5,0
"cv_1se","model1",1,80,21,5,2,5,1
"cvc","model1",1,80,21,5,2,5,1
"ncv1","model1",1,80,21,7,3,5,0
"ncv2","model1",1,80,21,5,2,5,1
"ncv3","model1",1,80,21,5,2,5,1
"cv","model1",1,80,22,7,3,5,0
"cv_1se","model1",1,80,22,5,2,5,1
"cvc","model1",1,80,22,5,2,5,1
"ncv1","model1",1,80,22,5,2,5,1
"ncv2","model1",1,80,22,7,3,5,0
"ncv3","model1",1,80,22,5,2,5,1
"cv","model1",1,80,23,5,2,5,1
"cv_1se","model1",1,80,23,5,2,5,1
"cvc","model1",1,80,23,5,2,5,1
"ncv1","model1",1,80,23,5,2,5,1
"ncv2","model1",1,80,23,5,2,5,1
"ncv3","model1",1,80,23,5,2,5,1
"cv","model1",1,80,24,5,2,5,1
"cv_1se","model1",1,80,24,5,2,5,1
"cvc","model1",1,80,24,5,2,5,1
"ncv1","model1",1,80,24,5,2,5,1
"ncv2","model1",1,80,24,5,2,5,1
"ncv3","model1",1,80,24,5,2,5,1
"cv","model1",1,80,25,6,3,5,0
"cv_1se","model1",1,80,25,5,2,5,1
"cvc","model1",1,80,25,5,2,5,1
"ncv1","model1",1,80,25,5,2,5,1
"ncv2","model1",1,80,25,6,3,5,0
"ncv3","model1",1,80,25,5,2,5,1
"cv","model1",1,80,26,7,3,5,0
"cv_1se","model1",1,80,26,5,2,5,1
"cvc","model1",1,80,26,5,2,5,1
"ncv1","model1",1,80,26,5,2,5,1
"ncv2","model1",1,80,26,7,3,5,0
"ncv3","model1",1,80,26,5,2,5,1
"cv","model1",1,80,27,14,4,5,0
"cv_1se","model1",1,80,27,5,2,5,1
"cvc","model1",1,80,27,5,2,5,1
"ncv1","model1",1,80,27,5,2,5,1
"ncv2","model1",1,80,27,6,3,5,0
"ncv3","model1",1,80,27,5,2,5,1
"cv","model1",1,80,28,15,4,5,0
"cv_1se","model1",1,80,28,5,2,5,1
"cvc","model1",1,80,28,5,2,5,1
"ncv1","model1",1,80,28,5,2,5,1
"ncv2","model1",1,80,28,15,4,5,0
"ncv3","model1",1,80,28,5,2,5,1
"cv","model1",1,80,29,7,3,5,0
"cv_1se","model1",1,80,29,5,2,5,1
"cvc","model1",1,80,29,5,2,5,1
"ncv1","model1",1,80,29,5,2,5,1
"ncv2","model1",1,80,29,7,3,5,0
"ncv3","model1",1,80,29,5,2,5,1
"cv","model1",1,80,30,6,3,5,0
"cv_1se","model1",1,80,30,5,2,5,1
"cvc","model1",1,80,30,5,2,5,1
"ncv1","model1",1,80,30,5,2,5,1
"ncv2","model1",1,80,30,6,3,5,0
"ncv3","model1",1,80,30,5,2,5,1
"cv","model1",1,80,31,5,2,5,1
"cv_1se","model1",1,80,31,5,2,5,1
"cvc","model1",1,80,31,5,2,5,1
"ncv1","model1",1,80,31,5,2,5,1
"ncv2","model1",1,80,31,5,2,5,1
"ncv3","model1",1,80,31,5,2,5,1
"cv","model1",1,80,32,5,2,5,1
"cv_1se","model1",1,80,32,5,2,5,1
"cvc","model1",1,80,32,5,2,5,1
"ncv1","model1",1,80,32,5,2,5,1
"ncv2","model1",1,80,32,5,2,5,1
"ncv3","model1",1,80,32,5,2,5,1
"cv","model1",1,80,33,5,2,5,1
"cv_1se","model1",1,80,33,5,2,5,1
"cvc","model1",1,80,33,5,2,5,1
"ncv1","model1",1,80,33,5,2,5,1
"ncv2","model1",1,80,33,5,2,5,1
"ncv3","model1",1,80,33,5,2,5,1
"cv","model1",1,80,34,14,4,5,0
"cv_1se","model1",1,80,34,5,2,5,1
"cvc","model1",1,80,34,5,2,5,1
"ncv1","model1",1,80,34,5,2,5,1
"ncv2","model1",1,80,34,6,3,5,0
"ncv3","model1",1,80,34,5,2,5,1
"cv","model1",1,80,35,6,3,5,0
"cv_1se","model1",1,80,35,5,2,5,1
"cvc","model1",1,80,35,5,2,5,1
"ncv1","model1",1,80,35,5,2,5,1
"ncv2","model1",1,80,35,5,2,5,1
"ncv3","model1",1,80,35,5,2,5,1
"cv","model1",1,80,36,6,3,5,0
"cv_1se","model1",1,80,36,5,2,5,1
"cvc","model1",1,80,36,5,2,5,1
"ncv1","model1",1,80,36,5,2,5,1
"ncv2","model1",1,80,36,5,2,5,1
"ncv3","model1",1,80,36,5,2,5,1
"cv","model1",1,80,37,5,2,5,1
"cv_1se","model1",1,80,37,5,2,5,1
"cvc","model1",1,80,37,5,2,5,1
"ncv1","model1",1,80,37,5,2,5,1
"ncv2","model1",1,80,37,5,2,5,1
"ncv3","model1",1,80,37,5,2,5,1
"cv","model1",1,80,38,14,4,5,0
"cv_1se","model1",1,80,38,5,2,5,1
"cvc","model1",1,80,38,5,2,5,1
"ncv1","model1",1,80,38,5,2,5,1
"ncv2","model1",1,80,38,5,2,5,1
"ncv3","model1",1,80,38,5,2,5,1
"cv","model1",1,80,39,5,2,5,1
"cv_1se","model1",1,80,39,5,2,5,1
"cvc","model1",1,80,39,5,2,5,1
"ncv1","model1",1,80,39,5,2,5,1
"ncv2","model1",1,80,39,7,3,5,0
"ncv3","model1",1,80,39,5,2,5,1
"cv","model1",1,80,40,7,3,5,0
"cv_1se","model1",1,80,40,5,2,5,1
"cvc","model1",1,80,40,5,2,5,1
"ncv1","model1",1,80,40,5,2,5,1
"ncv2","model1",1,80,40,5,2,5,1
"ncv3","model1",1,80,40,5,2,5,1
"cv","model1",1,80,41,5,2,5,1
"cv_1se","model1",1,80,41,5,2,5,1
"cvc","model1",1,80,41,5,2,5,1
"ncv1","model1",1,80,41,5,2,5,1
"ncv2","model1",1,80,41,6,3,5,0
"ncv3","model1",1,80,41,5,2,5,1
"cv","model1",1,80,42,15,4,5,0
"cv_1se","model1",1,80,42,5,2,5,1
"cvc","model1",1,80,42,5,2,5,1
"ncv1","model1",1,80,42,5,2,5,1
"ncv2","model1",1,80,42,15,4,5,0
"ncv3","model1",1,80,42,5,2,5,1
"cv","model1",1,80,43,13,3,5,0
"cv_1se","model1",1,80,43,5,2,5,1
"cvc","model1",1,80,43,5,2,5,1
"ncv1","model1",1,80,43,5,2,5,1
"ncv2","model1",1,80,43,13,3,5,0
"ncv3","model1",1,80,43,5,2,5,1
"cv","model1",1,80,44,5,2,5,1
"cv_1se","model1",1,80,44,5,2,5,1
"cvc","model1",1,80,44,5,2,5,1
"ncv1","model1",1,80,44,5,2,5,1
"ncv2","model1",1,80,44,6,3,5,0
"ncv3","model1",1,80,44,5,2,5,1
"cv","model1",1,80,45,13,3,5,0
"cv_1se","model1",1,80,45,5,2,5,1
"cvc","model1",1,80,45,5,2,5,1
"ncv1","model1",1,80,45,5,2,5,1
"ncv2","model1",1,80,45,5,2,5,1
"ncv3","model1",1,80,45,5,2,5,1
"cv","model1",1,80,46,5,2,5,1
"cv_1se","model1",1,80,46,5,2,5,1
"cvc","model1",1,80,46,5,2,5,1
"ncv1","model1",1,80,46,5,2,5,1
"ncv2","model1",1,80,46,5,2,5,1
"ncv3","model1",1,80,46,5,2,5,1
"cv","model1",1,80,47,5,2,5,1
"cv_1se","model1",1,80,47,5,2,5,1
"cvc","model1",1,80,47,5,2,5,1
"ncv1","model1",1,80,47,5,2,5,1
"ncv2","model1",1,80,47,5,2,5,1
"ncv3","model1",1,80,47,5,2,5,1
"cv","model1",1,80,48,7,3,5,0
"cv_1se","model1",1,80,48,5,2,5,1
"cvc","model1",1,80,48,5,2,5,1
"ncv1","model1",1,80,48,5,2,5,1
"ncv2","model1",1,80,48,5,2,5,1
"ncv3","model1",1,80,48,5,2,5,1
"cv","model1",1,80,49,7,3,5,0
"cv_1se","model1",1,80,49,5,2,5,1
"cvc","model1",1,80,49,5,2,5,1
"ncv1","model1",1,80,49,5,2,5,1
"ncv2","model1",1,80,49,7,3,5,0
"ncv3","model1",1,80,49,5,2,5,1
"cv","model1",1,80,50,5,2,5,1
"cv_1se","model1",1,80,50,5,2,5,1
"cvc","model1",1,80,50,5,2,5,1
"ncv1","model1",1,80,50,5,2,5,1
"ncv2","model1",1,80,50,7,3,5,0
"ncv3","model1",1,80,50,5,2,5,1
"cv","model1",1,80,51,5,2,5,1
"cv_1se","model1",1,80,51,5,2,5,1
"cvc","model1",1,80,51,5,2,5,1
"ncv1","model1",1,80,51,5,2,5,1
"ncv2","model1",1,80,51,5,2,5,1
"ncv3","model1",1,80,51,5,2,5,1
"cv","model1",1,80,52,5,2,5,1
"cv_1se","model1",1,80,52,5,2,5,1
"cvc","model1",1,80,52,5,2,5,1
"ncv1","model1",1,80,52,5,2,5,1
"ncv2","model1",1,80,52,5,2,5,1
"ncv3","model1",1,80,52,5,2,5,1
"cv","model1",1,80,53,15,4,5,0
"cv_1se","model1",1,80,53,5,2,5,1
"cvc","model1",1,80,53,5,2,5,1
"ncv1","model1",1,80,53,5,2,5,1
"ncv2","model1",1,80,53,5,2,5,1
"ncv3","model1",1,80,53,5,2,5,1
"cv","model1",1,80,54,16,5,5,0
"cv_1se","model1",1,80,54,5,2,5,1
"cvc","model1",1,80,54,5,2,5,1
"ncv1","model1",1,80,54,5,2,5,1
"ncv2","model1",1,80,54,5,2,5,1
"ncv3","model1",1,80,54,5,2,5,1
"cv","model1",1,80,55,8,4,5,0
"cv_1se","model1",1,80,55,5,2,5,1
"cvc","model1",1,80,55,5,2,5,1
"ncv1","model1",1,80,55,5,2,5,1
"ncv2","model1",1,80,55,7,3,5,0
"ncv3","model1",1,80,55,5,2,5,1
"cv","model1",1,80,56,14,4,5,0
"cv_1se","model1",1,80,56,5,2,5,1
"cvc","model1",1,80,56,5,2,5,1
"ncv1","model1",1,80,56,5,2,5,1
"ncv2","model1",1,80,56,5,2,5,1
"ncv3","model1",1,80,56,5,2,5,1
"cv","model1",1,80,57,5,2,5,1
"cv_1se","model1",1,80,57,5,2,5,1
"cvc","model1",1,80,57,5,2,5,1
"ncv1","model1",1,80,57,5,2,5,1
"ncv2","model1",1,80,57,5,2,5,1
"ncv3","model1",1,80,57,5,2,5,1
"cv","model1",1,80,58,5,2,5,1
"cv_1se","model1",1,80,58,5,2,5,1
"cvc","model1",1,80,58,5,2,5,1
"ncv1","model1",1,80,58,5,2,5,1
"ncv2","model1",1,80,58,5,2,5,1
"ncv3","model1",1,80,58,5,2,5,1
"cv","model1",1,80,59,6,3,5,0
"cv_1se","model1",1,80,59,5,2,5,1
"cvc","model1",1,80,59,5,2,5,1
"ncv1","model1",1,80,59,5,2,5,1
"ncv2","model1",1,80,59,5,2,5,1
"ncv3","model1",1,80,59,5,2,5,1
"cv","model1",1,80,60,5,2,5,1
"cv_1se","model1",1,80,60,5,2,5,1
"cvc","model1",1,80,60,5,2,5,1
"ncv1","model1",1,80,60,6,3,5,0
"ncv2","model1",1,80,60,5,2,5,1
"ncv3","model1",1,80,60,5,2,5,1
"cv","model1",1,80,61,6,3,5,0
"cv_1se","model1",1,80,61,5,2,5,1
"cvc","model1",1,80,61,5,2,5,1
"ncv1","model1",1,80,61,5,2,5,1
"ncv2","model1",1,80,61,5,2,5,1
"ncv3","model1",1,80,61,5,2,5,1
"cv","model1",1,80,62,8,4,5,0
"cv_1se","model1",1,80,62,5,2,5,1
"cvc","model1",1,80,62,5,2,5,1
"ncv1","model1",1,80,62,5,2,5,1
"ncv2","model1",1,80,62,5,2,5,1
"ncv3","model1",1,80,62,5,2,5,1
"cv","model1",1,80,63,8,4,5,0
"cv_1se","model1",1,80,63,5,2,5,1
"cvc","model1",1,80,63,5,2,5,1
"ncv1","model1",1,80,63,8,4,5,0
"ncv2","model1",1,80,63,6,3,5,0
"ncv3","model1",1,80,63,5,2,5,1
"cv","model1",1,80,64,14,4,5,0
"cv_1se","model1",1,80,64,5,2,5,1
"cvc","model1",1,80,64,5,2,5,1
"ncv1","model1",1,80,64,6,3,5,0
"ncv2","model1",1,80,64,6,3,5,0
"ncv3","model1",1,80,64,6,3,5,0
"cv","model1",1,80,65,5,2,5,1
"cv_1se","model1",1,80,65,5,2,5,1
"cvc","model1",1,80,65,5,2,5,1
"ncv1","model1",1,80,65,5,2,5,1
"ncv2","model1",1,80,65,7,3,5,0
"ncv3","model1",1,80,65,5,2,5,1
"cv","model1",1,80,66,14,4,5,0
"cv_1se","model1",1,80,66,5,2,5,1
"cvc","model1",1,80,66,5,2,5,1
"ncv1","model1",1,80,66,5,2,5,1
"ncv2","model1",1,80,66,13,3,5,0
"ncv3","model1",1,80,66,5,2,5,1
"cv","model1",1,80,67,5,2,5,1
"cv_1se","model1",1,80,67,5,2,5,1
"cvc","model1",1,80,67,5,2,5,1
"ncv1","model1",1,80,67,5,2,5,1
"ncv2","model1",1,80,67,5,2,5,1
"ncv3","model1",1,80,67,5,2,5,1
"cv","model1",1,80,68,5,2,5,1
"cv_1se","model1",1,80,68,5,2,5,1
"cvc","model1",1,80,68,5,2,5,1
"ncv1","model1",1,80,68,5,2,5,1
"ncv2","model1",1,80,68,15,4,5,0
"ncv3","model1",1,80,68,5,2,5,1
"cv","model1",1,80,69,15,4,5,0
"cv_1se","model1",1,80,69,7,3,5,0
"cvc","model1",1,80,69,5,2,5,1
"ncv1","model1",1,80,69,5,2,5,1
"ncv2","model1",1,80,69,15,4,5,0
"ncv3","model1",1,80,69,5,2,5,1
"cv","model1",1,80,70,7,3,5,0
"cv_1se","model1",1,80,70,5,2,5,1
"cvc","model1",1,80,70,5,2,5,1
"ncv1","model1",1,80,70,13,3,5,0
"ncv2","model1",1,80,70,13,3,5,0
"ncv3","model1",1,80,70,13,3,5,0
"cv","model1",1,80,71,5,2,5,1
"cv_1se","model1",1,80,71,5,2,5,1
"cvc","model1",1,80,71,5,2,5,1
"ncv1","model1",1,80,71,5,2,5,1
"ncv2","model1",1,80,71,5,2,5,1
"ncv3","model1",1,80,71,5,2,5,1
"cv","model1",1,80,72,5,2,5,1
"cv_1se","model1",1,80,72,5,2,5,1
"cvc","model1",1,80,72,5,2,5,1
"ncv1","model1",1,80,72,5,2,5,1
"ncv2","model1",1,80,72,13,3,5,0
"ncv3","model1",1,80,72,5,2,5,1
"cv","model1",1,80,73,7,3,5,0
"cv_1se","model1",1,80,73,5,2,5,1
"cvc","model1",1,80,73,5,2,5,1
"ncv1","model1",1,80,73,5,2,5,1
"ncv2","model1",1,80,73,15,4,5,0
"ncv3","model1",1,80,73,5,2,5,1
"cv","model1",1,80,74,5,2,5,1
"cv_1se","model1",1,80,74,5,2,5,1
"cvc","model1",1,80,74,5,2,5,1
"ncv1","model1",1,80,74,5,2,5,1
"ncv2","model1",1,80,74,5,2,5,1
"ncv3","model1",1,80,74,5,2,5,1
"cv","model1",1,80,75,5,2,5,1
"cv_1se","model1",1,80,75,5,2,5,1
"cvc","model1",1,80,75,5,2,5,1
"ncv1","model1",1,80,75,5,2,5,1
"ncv2","model1",1,80,75,13,3,5,0
"ncv3","model1",1,80,75,5,2,5,1
"cv","model1",1,80,76,5,2,5,1
"cv_1se","model1",1,80,76,5,2,5,1
"cvc","model1",1,80,76,5,2,5,1
"ncv1","model1",1,80,76,5,2,5,1
"ncv2","model1",1,80,76,5,2,5,1
"ncv3","model1",1,80,76,5,2,5,1
"cv","model1",1,80,77,15,4,5,0
"cv_1se","model1",1,80,77,5,2,5,1
"cvc","model1",1,80,77,5,2,5,1
"ncv1","model1",1,80,77,5,2,5,1
"ncv2","model1",1,80,77,5,2,5,1
"ncv3","model1",1,80,77,5,2,5,1
"cv","model1",1,80,78,7,3,5,0
"cv_1se","model1",1,80,78,5,2,5,1
"cvc","model1",1,80,78,5,2,5,1
"ncv1","model1",1,80,78,5,2,5,1
"ncv2","model1",1,80,78,15,4,5,0
"ncv3","model1",1,80,78,5,2,5,1
"cv","model1",1,80,79,5,2,5,1
"cv_1se","model1",1,80,79,5,2,5,1
"cvc","model1",1,80,79,5,2,5,1
"ncv1","model1",1,80,79,5,2,5,1
"ncv2","model1",1,80,79,5,2,5,1
"ncv3","model1",1,80,79,5,2,5,1
"cv","model1",1,80,80,7,3,5,0
"cv_1se","model1",1,80,80,5,2,5,1
"cvc","model1",1,80,80,5,2,5,1
"ncv1","model1",1,80,80,5,2,5,1
"ncv2","model1",1,80,80,5,2,5,1
"ncv3","model1",1,80,80,5,2,5,1
"cv","model1",1,80,81,6,3,5,0
"cv_1se","model1",1,80,81,5,2,5,1
"cvc","model1",1,80,81,5,2,5,1
"ncv1","model1",1,80,81,5,2,5,1
"ncv2","model1",1,80,81,6,3,5,0
"ncv3","model1",1,80,81,5,2,5,1
"cv","model1",1,80,82,5,2,5,1
"cv_1se","model1",1,80,82,5,2,5,1
"cvc","model1",1,80,82,5,2,5,1
"ncv1","model1",1,80,82,5,2,5,1
"ncv2","model1",1,80,82,6,3,5,0
"ncv3","model1",1,80,82,5,2,5,1
"cv","model1",1,80,83,7,3,5,0
"cv_1se","model1",1,80,83,5,2,5,1
"cvc","model1",1,80,83,5,2,5,1
"ncv1","model1",1,80,83,5,2,5,1
"ncv2","model1",1,80,83,8,4,5,0
"ncv3","model1",1,80,83,5,2,5,1
"cv","model1",1,80,84,5,2,5,1
"cv_1se","model1",1,80,84,5,2,5,1
"cvc","model1",1,80,84,5,2,5,1
"ncv1","model1",1,80,84,5,2,5,1
"ncv2","model1",1,80,84,5,2,5,1
"ncv3","model1",1,80,84,5,2,5,1
"cv","model1",1,80,85,5,2,5,1
"cv_1se","model1",1,80,85,5,2,5,1
"cvc","model1",1,80,85,5,2,5,1
"ncv1","model1",1,80,85,5,2,5,1
"ncv2","model1",1,80,85,8,4,5,0
"ncv3","model1",1,80,85,5,2,5,1
"cv","model1",1,80,86,7,3,5,0
"cv_1se","model1",1,80,86,5,2,5,1
"cvc","model1",1,80,86,5,2,5,1
"ncv1","model1",1,80,86,5,2,5,1
"ncv2","model1",1,80,86,5,2,5,1
"ncv3","model1",1,80,86,5,2,5,1
"cv","model1",1,80,87,7,3,5,0
"cv_1se","model1",1,80,87,5,2,5,1
"cvc","model1",1,80,87,5,2,5,1
"ncv1","model1",1,80,87,5,2,5,1
"ncv2","model1",1,80,87,5,2,5,1
"ncv3","model1",1,80,87,5,2,5,1
"cv","model1",1,80,88,13,3,5,0
"cv_1se","model1",1,80,88,5,2,5,1
"cvc","model1",1,80,88,5,2,5,1
"ncv1","model1",1,80,88,5,2,5,1
"ncv2","model1",1,80,88,13,3,5,0
"ncv3","model1",1,80,88,5,2,5,1
"cv","model1",1,80,89,13,3,5,0
"cv_1se","model1",1,80,89,5,2,5,1
"cvc","model1",1,80,89,5,2,5,1
"ncv1","model1",1,80,89,5,2,5,1
"ncv2","model1",1,80,89,13,3,5,0
"ncv3","model1",1,80,89,5,2,5,1
"cv","model1",1,80,90,6,3,5,0
"cv_1se","model1",1,80,90,5,2,5,1
"cvc","model1",1,80,90,5,2,5,1
"ncv1","model1",1,80,90,5,2,5,1
"ncv2","model1",1,80,90,8,4,5,0
"ncv3","model1",1,80,90,5,2,5,1
"cv","model1",1,80,91,5,2,5,1
"cv_1se","model1",1,80,91,5,2,5,1
"cvc","model1",1,80,91,5,2,5,1
"ncv1","model1",1,80,91,5,2,5,1
"ncv2","model1",1,80,91,5,2,5,1
"ncv3","model1",1,80,91,5,2,5,1
"cv","model1",1,80,92,16,5,5,0
"cv_1se","model1",1,80,92,5,2,5,1
"cvc","model1",1,80,92,5,2,5,1
"ncv1","model1",1,80,92,5,2,5,1
"ncv2","model1",1,80,92,5,2,5,1
"ncv3","model1",1,80,92,5,2,5,1
"cv","model1",1,80,93,5,2,5,1
"cv_1se","model1",1,80,93,5,2,5,1
"cvc","model1",1,80,93,5,2,5,1
"ncv1","model1",1,80,93,5,2,5,1
"ncv2","model1",1,80,93,5,2,5,1
"ncv3","model1",1,80,93,5,2,5,1
"cv","model1",1,80,94,13,3,5,0
"cv_1se","model1",1,80,94,5,2,5,1
"cvc","model1",1,80,94,5,2,5,1
"ncv1","model1",1,80,94,5,2,5,1
"ncv2","model1",1,80,94,13,3,5,0
"ncv3","model1",1,80,94,5,2,5,1
"cv","model1",1,80,95,5,2,5,1
"cv_1se","model1",1,80,95,5,2,5,1
"cvc","model1",1,80,95,5,2,5,1
"ncv1","model1",1,80,95,5,2,5,1
"ncv2","model1",1,80,95,7,3,5,0
"ncv3","model1",1,80,95,5,2,5,1
"cv","model1",1,80,96,5,2,5,1
"cv_1se","model1",1,80,96,5,2,5,1
"cvc","model1",1,80,96,5,2,5,1
"ncv1","model1",1,80,96,5,2,5,1
"ncv2","model1",1,80,96,6,3,5,0
"ncv3","model1",1,80,96,5,2,5,1
"cv","model1",1,80,97,16,5,5,0
"cv_1se","model1",1,80,97,6,3,5,0
"cvc","model1",1,80,97,5,2,5,1
"ncv1","model1",1,80,97,6,3,5,0
"ncv2","model1",1,80,97,16,5,5,0
"ncv3","model1",1,80,97,6,3,5,0
"cv","model1",1,80,98,13,3,5,0
"cv_1se","model1",1,80,98,5,2,5,1
"cvc","model1",1,80,98,5,2,5,1
"ncv1","model1",1,80,98,5,2,5,1
"ncv2","model1",1,80,98,5,2,5,1
"ncv3","model1",1,80,98,5,2,5,1
"cv","model1",1,80,99,5,2,5,1
"cv_1se","model1",1,80,99,5,2,5,1
"cvc","model1",1,80,99,5,2,5,1
"ncv1","model1",1,80,99,5,2,5,1
"ncv2","model1",1,80,99,5,2,5,1
"ncv3","model1",1,80,99,5,2,5,1
"cv","model1",1,80,100,8,4,5,0
"cv_1se","model1",1,80,100,5,2,5,1
"cvc","model1",1,80,100,5,2,5,1
"ncv1","model1",1,80,100,5,2,5,1
"ncv2","model1",1,80,100,6,3,5,0
"ncv3","model1",1,80,100,5,2,5,1
"cv","model1",1,160,1,6,3,5,0
"cv_1se","model1",1,160,1,5,2,5,1
"cvc","model1",1,160,1,5,2,5,1
"ncv1","model1",1,160,1,5,2,5,1
"ncv2","model1",1,160,1,6,3,5,0
"ncv3","model1",1,160,1,5,2,5,1
"cv","model1",1,160,2,7,3,5,0
"cv_1se","model1",1,160,2,5,2,5,1
"cvc","model1",1,160,2,5,2,5,1
"ncv1","model1",1,160,2,5,2,5,1
