"method","alpha","model_name","sigma2","n","rep","selected_model_id","selected_size","true_model_id","correct","acv_size","tie_size_min"
"cv",NA,"model2",1,80,52,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,52,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,52,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,52,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,80,52,NA,4,14,1,1,1
"cv",NA,"model2",1,80,53,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,53,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,53,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,53,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,53,NA,4,14,1,2,1
"cv",NA,"model2",1,80,54,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,54,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,54,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,54,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,54,NA,4,14,1,2,1
"cv",NA,"model2",1,80,55,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,55,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,55,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,55,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,55,NA,4,14,1,2,1
"cv",NA,"model2",1,80,56,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,56,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,56,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,56,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,80,56,NA,4,14,1,1,1
"cv",NA,"model2",1,80,57,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,57,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,57,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,57,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,57,NA,4,14,1,2,1
"cv",NA,"model2",1,80,58,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,58,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,58,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,58,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,58,NA,4,14,1,2,1
"cv",NA,"model2",1,80,59,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,59,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,59,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,59,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,59,NA,4,14,1,2,1
"cv",NA,"model2",1,80,60,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,60,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,60,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,60,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,60,NA,4,14,1,2,1
"cv",NA,"model2",1,80,61,16,5,14,0,NA,NA
"bic",NA,"model2",1,80,61,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,61,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,61,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,61,NA,4,14,1,2,1
"cv",NA,"model2",1,80,62,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,62,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,62,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,62,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,62,NA,4,14,1,2,1
"cv",NA,"model2",1,80,63,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,63,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,63,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,63,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,63,NA,4,14,1,2,1
"cv",NA,"model2",1,80,64,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,64,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,64,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,64,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,64,NA,4,14,1,2,1
"cv",NA,"model2",1,80,65,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,65,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,65,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,65,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,65,NA,4,14,1,2,1
"cv",NA,"model2",1,80,66,16,5,14,0,NA,NA
"bic",NA,"model2",1,80,66,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,66,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,66,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,66,NA,4,14,1,2,1
"cv",NA,"model2",1,80,67,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,67,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,67,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,67,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,67,NA,4,14,1,2,1
"cv",NA,"model2",1,80,68,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,68,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,68,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,68,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,68,NA,4,14,1,2,1
"cv",NA,"model2",1,80,69,16,5,14,0,NA,NA
"bic",NA,"model2",1,80,69,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,69,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,69,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,69,NA,4,14,1,2,1
"cv",NA,"model2",1,80,70,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,70,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,70,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,70,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,70,NA,4,14,1,2,1
"cv",NA,"model2",1,80,71,16,5,14,0,NA,NA
"bic",NA,"model2",1,80,71,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,71,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,71,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,71,NA,4,14,1,2,1
"cv",NA,"model2",1,80,72,16,5,14,0,NA,NA
"bic",NA,"model2",1,80,72,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,72,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,72,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,72,NA,4,14,1,2,1
"cv",NA,"model2",1,80,73,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,73,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,73,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,73,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,73,NA,4,14,1,2,1
"cv",NA,"model2",1,80,74,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,74,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,74,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,74,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,74,NA,4,14,1,2,1
"cv",NA,"model2",1,80,75,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,75,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,75,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,75,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,75,NA,4,14,1,2,1
"cv",NA,"model2",1,80,76,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,76,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,76,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,76,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,80,76,NA,4,14,1,1,1
"cv",NA,"model2",1,80,77,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,77,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,77,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,77,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,77,NA,4,14,1,2,1
"cv",NA,"model2",1,80,78,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,78,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,78,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,78,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,78,NA,4,14,1,2,1
"cv",NA,"model2",1,80,79,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,79,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,79,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,79,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,79,NA,4,14,1,2,1
"cv",NA,"model2",1,80,80,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,80,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,80,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,80,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,80,NA,4,14,1,2,1
"cv",NA,"model2",1,80,81,16,5,14,0,NA,NA
"bic",NA,"model2",1,80,81,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,81,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,81,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,81,NA,4,14,1,2,1
"cv",NA,"model2",1,80,82,16,5,14,0,NA,NA
"bic",NA,"model2",1,80,82,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,82,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,82,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,82,NA,4,14,1,2,1
"cv",NA,"model2",1,80,83,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,83,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,83,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,83,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,83,NA,4,14,1,2,1
"cv",NA,"model2",1,80,84,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,84,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,84,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,84,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,84,NA,4,14,1,2,1
"cv",NA,"model2",1,80,85,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,85,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,85,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,85,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,85,NA,4,14,1,2,1
"cv",NA,"model2",1,80,86,16,5,14,0,NA,NA
"bic",NA,"model2",1,80,86,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,86,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,86,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,86,NA,4,14,1,2,1
"cv",NA,"model2",1,80,87,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,87,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,87,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,87,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,87,NA,4,14,1,2,1
"cv",NA,"model2",1,80,88,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,88,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,88,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,88,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,80,88,NA,4,14,1,1,1
"cv",NA,"model2",1,80,89,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,89,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,89,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,89,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,80,89,NA,4,14,1,1,1
"cv",NA,"model2",1,80,90,16,5,14,0,NA,NA
"bic",NA,"model2",1,80,90,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,90,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,90,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,90,NA,4,14,1,2,1
"cv",NA,"model2",1,80,91,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,91,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,91,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,91,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,80,91,NA,4,14,1,1,1
"cv",NA,"model2",1,80,92,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,92,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,92,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,92,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,80,92,NA,4,14,1,1,1
"cv",NA,"model2",1,80,93,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,93,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,93,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,93,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,93,NA,4,14,1,2,1
"cv",NA,"model2",1,80,94,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,94,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,94,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,94,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,94,NA,4,14,1,2,1
"cv",NA,"model2",1,80,95,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,95,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,95,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,95,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,80,95,NA,4,14,1,1,1
"cv",NA,"model2",1,80,96,16,5,14,0,NA,NA
"bic",NA,"model2",1,80,96,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,96,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,96,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,96,NA,4,14,1,2,1
"cv",NA,"model2",1,80,97,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,97,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,97,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,97,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,80,97,NA,4,14,1,1,1
"cv",NA,"model2",1,80,98,16,5,14,0,NA,NA
"bic",NA,"model2",1,80,98,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,98,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,98,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,98,NA,4,14,1,2,1
"cv",NA,"model2",1,80,99,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,99,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,99,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,99,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,99,NA,4,14,1,2,1
"cv",NA,"model2",1,80,100,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,100,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,100,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,100,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,100,NA,4,14,1,2,1
"cv",NA,"model2",1,160,1,16,5,14,0,NA,NA
"bic",NA,"model2",1,160,1,14,4,14,1,NA,NA
"fy",0.05,"model2",1,160,1,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,160,1,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,160,1,NA,4,14,1,2,1
"cv",NA,"model2",1,160,2,16,5,14,0,NA,NA
"bic",NA,"model2",1,160,2,14,4,14,1,NA,NA
"fy",0.05,"model2",1,160,2,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,160,2,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,160,2,NA,4,14,1,2,1
"cv",NA,"model2",1,160,3,16,5,14,0,NA,NA
"bic",NA,"model2",1,160,3,14,4,14,1,NA,NA
"fy",0.05,"model2",1,160,3,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,160,3,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,160,3,NA,4,14,1,2,1
"cv",NA,"model2",1,160,4,14,4,14,1,NA,NA
"bic",NA,"model2",1,160,4,14,4,14,1,NA,NA
"fy",0.05,"model2",1,160,4,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,160,4,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,160,4,NA,4,14,1,2,1
"cv",NA,"model2",1,160,5,14,4,14,1,NA,NA
"bic",NA,"model2",1,160,5,14,4,14,1,NA,NA
"fy",0.05,"model2",1,160,5,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,160,5,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,160,5,NA,4,14,1,2,1
"cv",NA,"model2",1,160,6,14,4,14,1,NA,NA
"bic",NA,"model2",1,160,6,14,4,14,1,NA,NA
"fy",0.05,"model2",1,160,6,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,160,6,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,160,6,NA,4,14,1,2,1
"cv",NA,"model2",1,160,7,14,4,14,1,NA,NA
"bic",NA,"model2",1,160,7,14,4,14,1,NA,NA
"fy",0.05,"model2",1,160,7,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,160,7,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,160,7,NA,4,14,1,2,1
"cv",NA,"model2",1,160,8,14,4,14,1,NA,NA
"bic",NA,"model2",1,160,8,14,4,14,1,NA,NA
"fy",0.05,"model2",1,160,8,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,160,8,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,160,8,NA,4,14,1,2,1
"cv",NA,"model2",1,160,9,14,4,14,1,NA,NA
"bic",NA,"model2",1,160,9,14,4,14,1,NA,NA
"fy",0.05,"model2",1,160,9,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,160,9,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,160,9,NA,4,14,1,2,1
"cv",NA,"model2",1,160,10,14,4,14,1,NA,NA
"bic",NA,"model2",1,160,10,14,4,14,1,NA,NA
"fy",0.05,"model2",1,160,10,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,160,10,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,160,10,NA,4,14,1,1,1
"cv",NA,"model2",1,160,11,14,4,14,1,NA,NA
"bic",NA,"model2",1,160,11,14,4,14,1,NA,NA
"fy",0.05,"model2",1,160,11,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,160,11,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,160,11,NA,4,14,1,2,1
"cv",NA,"model2",1,160,12,14,4,14,1,NA,NA
"bic",NA,"model2",1,160,12,14,4,14,1,NA,NA
"fy",0.05,"model2",1,160,12,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,160,12,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,160,12,NA,4,14,1,2,1
"cv",NA,"model2",1,160,13,14,4,14,1,NA,NA
"bic",NA,"model2",1,160,13,14,4,14,1,NA,NA
"fy",0.05,"model2",1,160,13,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,160,13,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,160,13,NA,4,14,1,1,1
"cv",NA,"model2",1,160,14,14,4,14,1,NA,NA
"bic",NA,"model2",1,160,14,14,4,14,1,NA,NA
"fy",0.05,"model2",1,160,14,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,160,14,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,160,14,NA,4,14,1,1,1
"cv",NA,"model2",1,160,15,14,4,14,1,NA,NA
"bic",NA,"model2",1,160,15,14,4,14,1,NA,NA
"fy",0.05,"model2",1,160,15,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,160,15,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,160,15,NA,4,14,1,1,1
"cv",NA,"model2",1,160,16,16,5,14,0,NA,NA
"bic",NA,"model2",1,160,16,14,4,14,1,NA,NA
"fy",0.05,"model2",1,160,16,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,160,16,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,160,16,NA,4,14,1,2,1
"cv",NA,"model2",1,160,17,14,4,14,1,NA,NA
"bic",NA,"model2",1,160,17,14,4,14,1,NA,NA
"fy",0.05,"model2",1,160,17,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,160,17,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,160,17,NA,4,14,1,1,1
"cv",NA,"model2",1,160,18,14,4,14,1,NA,NA
"bic",NA,"model2",1,160,18,14,4,14,1,NA,NA
"fy",0.05,"model2",1,160,18,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,160,18,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,160,18,NA,4,14,1,1,1
"cv",NA,"model2",1,160,19,14,4,14,1,NA,NA
"bic",NA,"model2",1,160,19,14,4,14,1,NA,NA
"fy",0.05,"model2",1,160,19,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,160,19,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,160,19,NA,4,14,1,1,1
"cv",NA,"model2",1,160,20,14,4,14,1,NA,NA
"bic",NA,"model2",1,160,20,14,4,14,1,NA,NA
"fy",0.05,"model2",1,160,20,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,160,20,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,160,20,NA,4,14,1,2,1
"cv",NA,"model2",1,160,21,14,4,14,1,NA,NA
"bic",NA,"model2",1,160,21,14,4,14,1,NA,NA
"fy",0.05,"model2",1,160,21,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,160,21,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,160,21,NA,4,14,1,2,1
"cv",NA,"model2",1,160,22,14,4,14,1,NA,NA
"bic",NA,"model2",1,160,22,14,4,14,1,NA,NA
"fy",0.05,"model2",1,160,22,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,160,22,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,160,22,NA,4,14,1,1,1
"cv",NA,"model2",1,160,23,14,4,14,1,NA,NA
"bic",NA,"model2",1,160,23,14,4,14,1,NA,NA
"fy",0.05,"model2",1,160,23,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,160,23,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,160,23,NA,4,14,1,1,1
"cv",NA,"model2",1,160,24,16,5,14,0,NA,NA
"bic",NA,"model2",1,160,24,16,5,14,0,NA,NA
"fy",0.05,"model2",1,160,24,16,5,14,0,1,NA
"cvc_pmax",0.05,"model2",1,160,24,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,160,24,NA,4,14,1,2,1
"cv",NA,"model2",1,160,25,14,4,14,1,NA,NA
"bic",NA,"model2",1,160,25,14,4,14,1,NA,NA
"fy",0.05,"model2",1,160,25,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,160,25,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,160,25,NA,4,14,1,2,1
"cv",NA,"model2",1,160,26,16,5,14,0,NA,NA
"bic",NA,"model2",1,160,26,16,5,14,0,NA,NA
"fy",0.05,"model2",1,160,26,16,5,14,0,1,NA
"cvc_pmax",0.05,"model2",1,160,26,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,160,26,NA,4,14,1,2,1
"cv",NA,"model2",1,160,27,14,4,14,1,NA,NA
"bic",NA,"model2",1,160,27,14,4,14,1,NA,NA
"fy",0.05,"model2",1,160,27,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,160,27,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,160,27,NA,4,14,1,2,1
"cv",NA,"model2",1,160,28,16,5,14,0,NA,NA
"bic",NA,"model2",1,160,28,14,4,14,1,NA,NA
"fy",0.05,"model2",1,160,28,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,160,28,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,160,28,NA,4,14,1,2,1
"cv",NA,"model2",1,160,29,14,4,14,1,NA,NA
"bic",NA,"model2",1,160,29,14,4,14,1,NA,NA
"fy",0.05,"model2",1,160,29,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,160,29,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,160,29,NA,4,14,1,2,1
"cv",NA,"model2",1,160,30,14,4,14,1,NA,NA
"bic",NA,"model2",1,160,30,14,4,14,1,NA,NA
"fy",0.05,"model2",1,160,30,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,160,30,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,160,30,NA,4,14,1,2,1
"cv",NA,"model2",1,160,31,14,4,14,1,NA,NA
"bic",NA,"model2",1,160,31,14,4,14,1,NA,NA
"fy",0.05,"model2",1,160,31,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,160,31,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,160,31,NA,4,14,1,1,1
"cv",NA,"model2",1,160,32,14,4,14,1,NA,NA
"bic",NA,"model2",1,160,32,14,4,14,1,NA,NA
"fy",0.05,"model2",1,160,32,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,160,32,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,160,32,NA,4,14,1,2,1
"cv",NA,"model2",1,160,33,14,4,14,1,NA,NA
"bic",NA,"model2",1,160,33,14,4,14,1,NA,NA
"fy",0.05,"model2",1,160,33,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,160,33,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,160,33,NA,4,14,1,2,1
"cv",NA,"model2",1,160,34,14,4,14,1,NA,NA
"bic",NA,"model2",1,160,34,14,4,14,1,NA,NA
"fy",0.05,"model2",1,160,34,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,160,34,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,160,34,NA,4,14,1,1,1
"cv",NA,"model2",1,160,35,14,4,14,1,NA,NA
"bic",NA,"model2",1,160,35,14,4,14,1,NA,NA
"fy",0.05,"model2",1,160,35,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,160,35,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,160,35,NA,4,14,1,2,1
"cv",NA,"model2",1,160,36,16,5,14,0,NA,NA
"bic",NA,"model2",1,160,36,14,4,14,1,NA,NA
"fy",0.05,"model2",1,160,36,16,5,14,0,1,NA
"cvc_pmax",0.05,"model2",1,160,36,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,160,36,NA,4,14,1,2,1
"cv",NA,"model2",1,160,37,16,5,14,0,NA,NA
"bic",NA,"model2",1,160,37,14,4,14,1,NA,NA
